34,1,972,3,5318,6,0,3068,8341,42,0,42,0,641,76,565
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,649,120,529
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,605,150,455
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,569,129,440
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,599,110,489
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,521,112,409
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,438,61,377
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,406,61,345
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,423,63,360
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,518,74,444
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,584,59,525
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,550,102,448
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,452,99,353
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,498,118,380
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,442,112,330
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,499,63,436
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,515,106,409
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,499,129,370
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,440,110,330
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,432,123,309
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,395,89,306
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,337,57,280
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,396,61,335
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,467,129,338
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,481,112,369
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,472,93,379
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,379,85,294
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,457,87,370
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,379,63,316
34,1,972,3,5318,6,0,3068,8341,42,0,42,0,394,61,333